id,index,period,timestamp,minute,second,type.id,type.name,possession,possession_team.id,possession_team.name,play_pattern.id,play_pattern.name,team.id,team.name,duration,tactics.formation,tactics.lineup[0].player.id,tactics.lineup[0].player.name,tactics.lineup[0].position.id,tactics.lineup[0].position.name,tactics.lineup[0].jersey_number,tactics.lineup[1].player.id,tactics.lineup[1].player.name,tactics.lineup[1].position.id,tactics.lineup[1].position.name,tactics.lineup[1].jersey_number,tactics.lineup[2].player.id,tactics.lineup[2].player.name,tactics.lineup[2].position.id,tactics.lineup[2].position.name,tactics.lineup[2].jersey_number,tactics.lineup[3].player.id,tactics.lineup[3].player.name,tactics.lineup[3].position.id,tactics.lineup[3].position.name,tactics.lineup[3].jersey_number,tactics.lineup[4].player.id,tactics.lineup[4].player.name,tactics.lineup[4].position.id,tactics.lineup[4].position.name,tactics.lineup[4].jersey_number,tactics.lineup[5].player.id,tactics.lineup[5].player.name,tactics.lineup[5].position.id,tactics.lineup[5].position.name,tactics.lineup[5].jersey_number,tactics.lineup[6].player.id,tactics.lineup[6].player.name,tactics.lineup[6].position.id,tactics.lineup[6].position.name,tactics.lineup[6].jersey_number,tactics.lineup[7].player.id,tactics.lineup[7].player.name,tactics.lineup[7].position.id,tactics.lineup[7].position.name,tactics.lineup[7].jersey_number,tactics.lineup[8].player.id,tactics.lineup[8].player.name,tactics.lineup[8].position.id,tactics.lineup[8].position.name,tactics.lineup[8].jersey_number,tactics.lineup[9].player.id,tactics.lineup[9].player.name,tactics.lineup[9].position.id,tactics.lineup[9].position.name,tactics.lineup[9].jersey_number,tactics.lineup[10].player.id,tactics.lineup[10].player.name,tactics.lineup[10].position.id,tactics.lineup[10].position.name,tactics.lineup[10].jersey_number,related_events,player.id,player.name,position.id,position.name,location,pass.recipient.id,pass.recipient.name,pass.length,pass.angle,pass.height.id,pass.height.name,pass.end_location,pass.body_part.id,pass.body_part.name,pass.type.id,pass.type.name,carry.end_location,under_pressure,pass.outcome.id,pass.outcome.name,ball_receipt.outcome.id,ball_receipt.outcome.name,counterpress,interception.outcome.id,interception.outcome.name,duel.type.id,duel.type.name,duel.outcome.id,duel.outcome.name,pass.switch,pass.through_ball,pass.technique.id,pass.technique.name,dribble.outcome.id,dribble.outcome.name,pass.cross,clearance.right_foot,clearance.body_part.id,clearance.body_part.name,clearance.left_foot,off_camera,out,pass.assisted_shot_id,pass.shot_assist,shot.statsbomb_xg,shot.end_location,shot.key_pass_id,shot.body_part.id,shot.body_part.name,shot.type.id,shot.type.name,shot.outcome.id,shot.outcome.name,shot.technique.id,shot.technique.name,shot.freeze_frame[0].location,shot.freeze_frame[0].player.id,shot.freeze_frame[0].player.name,shot.freeze_frame[0].position.id,shot.freeze_frame[0].position.name,shot.freeze_frame[0].teammate,shot.freeze_frame[1].location,shot.freeze_frame[1].player.id,shot.freeze_frame[1].player.name,shot.freeze_frame[1].position.id,shot.freeze_frame[1].position.name,shot.freeze_frame[1].teammate,shot.freeze_frame[2].location,shot.freeze_frame[2].player.id,shot.freeze_frame[2].player.name,shot.freeze_frame[2].position.id,shot.freeze_frame[2].position.name,shot.freeze_frame[2].teammate,shot.freeze_frame[3].location,shot.freeze_frame[3].player.id,shot.freeze_frame[3].player.name,shot.freeze_frame[3].position.id,shot.freeze_frame[3].position.name,shot.freeze_frame[3].teammate,shot.freeze_frame[4].location,shot.freeze_frame[4].player.id,shot.freeze_frame[4].player.name,shot.freeze_frame[4].position.id,shot.freeze_frame[4].position.name,shot.freeze_frame[4].teammate,shot.freeze_frame[5].location,shot.freeze_frame[5].player.id,shot.freeze_frame[5].player.name,shot.freeze_frame[5].position.id,shot.freeze_frame[5].position.name,shot.freeze_frame[5].teammate,shot.freeze_frame[6].location,shot.freeze_frame[6].player.id,shot.freeze_frame[6].player.name,shot.freeze_frame[6].position.id,shot.freeze_frame[6].position.name,shot.freeze_frame[6].teammate,shot.freeze_frame[7].location,shot.freeze_frame[7].player.id,shot.freeze_frame[7].player.name,shot.freeze_frame[7].position.id,shot.freeze_frame[7].position.name,shot.freeze_frame[7].teammate,shot.freeze_frame[8].location,shot.freeze_frame[8].player.id,shot.freeze_frame[8].player.name,shot.freeze_frame[8].position.id,shot.freeze_frame[8].position.name,shot.freeze_frame[8].teammate,shot.freeze_frame[9].location,shot.freeze_frame[9].player.id,shot.freeze_frame[9].player.name,shot.freeze_frame[9].position.id,shot.freeze_frame[9].position.name,shot.freeze_frame[9].teammate,shot.freeze_frame[10].location,shot.freeze_frame[10].player.id,shot.freeze_frame[10].player.name,shot.freeze_frame[10].position.id,shot.freeze_frame[10].position.name,shot.freeze_frame[10].teammate,shot.freeze_frame[11].location,shot.freeze_frame[11].player.id,shot.freeze_frame[11].player.name,shot.freeze_frame[11].position.id,shot.freeze_frame[11].position.name,shot.freeze_frame[11].teammate,shot.freeze_frame[12].location,shot.freeze_frame[12].player.id,shot.freeze_frame[12].player.name,shot.freeze_frame[12].position.id,shot.freeze_frame[12].position.name,shot.freeze_frame[12].teammate,shot.freeze_frame[13].location,shot.freeze_frame[13].player.id,shot.freeze_frame[13].player.name,shot.freeze_frame[13].position.id,shot.freeze_frame[13].position.name,shot.freeze_frame[13].teammate,shot.freeze_frame[14].location,shot.freeze_frame[14].player.id,shot.freeze_frame[14].player.name,shot.freeze_frame[14].position.id,shot.freeze_frame[14].position.name,shot.freeze_frame[14].teammate,shot.freeze_frame[15].location,shot.freeze_frame[15].player.id,shot.freeze_frame[15].player.name,shot.freeze_frame[15].position.id,shot.freeze_frame[15].position.name,shot.freeze_frame[15].teammate,shot.freeze_frame[16].location,shot.freeze_frame[16].player.id,shot.freeze_frame[16].player.name,shot.freeze_frame[16].position.id,shot.freeze_frame[16].position.name,shot.freeze_frame[16].teammate,shot.freeze_frame[17].location,shot.freeze_frame[17].player.id,shot.freeze_frame[17].player.name,shot.freeze_frame[17].position.id,shot.freeze_frame[17].position.name,shot.freeze_frame[17].teammate,goalkeeper.end_location,goalkeeper.position.id,goalkeeper.position.name,goalkeeper.type.id,goalkeeper.type.name,clearance.aerial_won,clearance.head,foul_committed.advantage,foul_won.advantage,shot.one_on_one,goalkeeper.technique.id,goalkeeper.technique.name,goalkeeper.body_part.id,goalkeeper.body_part.name,goalkeeper.outcome.id,goalkeeper.outcome.name,pass.aerial_won,dribble.nutmeg,dribble.overrun,shot.first_time,pass.deflected,pass.goal_assist,miscontrol.aerial_won,clearance.other,shot.aerial_won,ball_recovery.recovery_failure,foul_won.defensive,substitution.outcome.id,substitution.outcome.name,substitution.replacement.id,substitution.replacement.name,foul_committed.type.id,foul_committed.type.name,foul_committed.card.id,foul_committed.card.name,pass.no_touch,pass.inswinging,shot.freeze_frame[18].location,shot.freeze_frame[18].player.id,shot.freeze_frame[18].player.name,shot.freeze_frame[18].position.id,shot.freeze_frame[18].position.name,shot.freeze_frame[18].teammate,block.deflection,pass.cut_back,shot.freeze_frame[19].location,shot.freeze_frame[19].player.id,shot.freeze_frame[19].player.name,shot.freeze_frame[19].position.id,shot.freeze_frame[19].position.name,shot.freeze_frame[19].teammate,block.offensive,shot.deflected
a9a0a5ac-2521-4ab6-8373-41aee9c16185,1291,1,00:26:39.970,26,39,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,1.576068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['44287723-2a13-4ee0-9de3-d6398434c239', '57022a49-063d-4494-9a1f-59741ea6c0db']",39073.0,Moriba Kourouma Kourouma,13.0,Right Center Midfield,"[80.3, 37.3]",,,,,,,,,,,,"[84.4, 40.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44287723-2a13-4ee0-9de3-d6398434c239,1292,1,00:26:41.546,26,41,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,1.172611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['652ef126-54c1-413e-9aef-edb19861ac86'],39073.0,Moriba Kourouma Kourouma,13.0,Right Center Midfield,"[84.4, 40.8]",5477.0,Ousmane Dembélé,20.986185,1.4801364,1.0,Ground Pass,"[86.3, 61.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652ef126-54c1-413e-9aef-edb19861ac86,1293,1,00:26:42.719,26,42,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['44287723-2a13-4ee0-9de3-d6398434c239'],5477.0,Ousmane Dembélé,7.0,Right Wing Back,"[86.3, 61.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89b274bc-1283-4368-9754-7a3f4876894c,1294,1,00:26:42.719,26,42,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,3.278027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['652ef126-54c1-413e-9aef-edb19861ac86', 'c80a56a0-941f-411a-a48d-d715424e61b8']",5477.0,Ousmane Dembélé,7.0,Right Wing Back,"[86.3, 61.7]",,,,,,,,,,,,"[103.6, 58.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c80a56a0-941f-411a-a48d-d715424e61b8,1295,1,00:26:45.997,26,45,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,1.148118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['67ce2388-8948-4fe6-bc59-0da6ac8bb776'],5477.0,Ousmane Dembélé,7.0,Right Wing Back,"[103.6, 58.2]",39073.0,Moriba Kourouma Kourouma,14.361754,-2.7934165,1.0,Ground Pass,"[90.1, 53.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ce2388-8948-4fe6-bc59-0da6ac8bb776,1296,1,00:26:47.145,26,47,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['c80a56a0-941f-411a-a48d-d715424e61b8'],39073.0,Moriba Kourouma Kourouma,13.0,Right Center Midfield,"[90.1, 53.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6527688-7d64-4ac6-884d-9253f40c08e5,1297,1,00:26:47.145,26,47,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,1.711736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['67ce2388-8948-4fe6-bc59-0da6ac8bb776', 'e72fe4d3-40de-4b9c-a441-74d06c706038']",39073.0,Moriba Kourouma Kourouma,13.0,Right Center Midfield,"[90.1, 53.3]",,,,,,,,,,,,"[90.1, 53.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e72fe4d3-40de-4b9c-a441-74d06c706038,1298,1,00:26:48.857,26,48,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,0.954044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['876ac721-2af5-4a99-9bed-7b1f7d371a3c'],39073.0,Moriba Kourouma Kourouma,13.0,Right Center Midfield,"[90.1, 53.3]",5203.0,Sergio Busquets i Burgos,14.392359,-1.9629151,1.0,Ground Pass,"[84.6, 40.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876ac721-2af5-4a99-9bed-7b1f7d371a3c,1299,1,00:26:49.811,26,49,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['e72fe4d3-40de-4b9c-a441-74d06c706038'],5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,"[84.6, 40.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3aa9139-b2bb-4766-a662-3dc3d2ca1101,1300,1,00:26:49.811,26,49,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,0.427746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['5f8b1663-5068-4e06-8244-82735a205938', '876ac721-2af5-4a99-9bed-7b1f7d371a3c']",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,"[84.6, 40.0]",,,,,,,,,,,,"[84.6, 40.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f8b1663-5068-4e06-8244-82735a205938,1301,1,00:26:50.239,26,50,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,0.965054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['7a21787c-5a00-4eb1-a165-7bafa8ca7a18'],5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,"[84.6, 40.0]",5213.0,Gerard Piqué Bernabéu,11.428036,-3.071532,1.0,Ground Pass,"[73.2, 39.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a21787c-5a00-4eb1-a165-7bafa8ca7a18,1302,1,00:26:51.204,26,51,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['5f8b1663-5068-4e06-8244-82735a205938'],5213.0,Gerard Piqué Bernabéu,4.0,Center Back,"[73.2, 39.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19135004-17b7-42c3-81a7-5de43a2e0ebc,1303,1,00:26:51.204,26,51,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,1.16735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['35a8606a-98d1-4403-84c3-d95c4cd6288b'],5213.0,Gerard Piqué Bernabéu,4.0,Center Back,"[73.2, 39.2]",6826.0,Clément Lenglet,22.157618,-1.0303768,1.0,Ground Pass,"[84.6, 20.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35a8606a-98d1-4403-84c3-d95c4cd6288b,1304,1,00:26:52.371,26,52,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['19135004-17b7-42c3-81a7-5de43a2e0ebc'],6826.0,Clément Lenglet,5.0,Left Center Back,"[84.6, 20.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8999f2dd-d1f3-4311-808e-50eebb34f4be,1305,1,00:26:52.371,26,52,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,1.381673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['35a8606a-98d1-4403-84c3-d95c4cd6288b', '9f468b8b-e8c2-47fa-b3f4-6d6f3ee419e4']",6826.0,Clément Lenglet,5.0,Left Center Back,"[84.6, 20.2]",,,,,,,,,,,,"[89.3, 19.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f468b8b-e8c2-47fa-b3f4-6d6f3ee419e4,1306,1,00:26:53.753,26,53,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,2.176906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['b1a34db9-5133-4d8b-b1e5-6683df07d4e4'],6826.0,Clément Lenglet,5.0,Left Center Back,"[89.3, 19.7]",5211.0,Jordi Alba Ramos,23.181242,-0.6538545,1.0,Ground Pass,"[107.7, 5.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1a34db9-5133-4d8b-b1e5-6683df07d4e4,1307,1,00:26:55.930,26,55,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['9f468b8b-e8c2-47fa-b3f4-6d6f3ee419e4'],5211.0,Jordi Alba Ramos,8.0,Left Wing Back,"[107.7, 5.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc79e224-aa7f-49bd-a85a-2130540e9217,1308,1,00:26:55.930,26,55,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,0.594132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['b1a34db9-5133-4d8b-b1e5-6683df07d4e4', 'cdef98ba-9847-4aca-b743-7f1d63b1e6f3']",5211.0,Jordi Alba Ramos,8.0,Left Wing Back,"[107.7, 5.6]",,,,,,,,,,,,"[110.7, 5.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdef98ba-9847-4aca-b743-7f1d63b1e6f3,1309,1,00:26:56.524,26,56,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,0.342227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['821433e9-7e20-4c4f-bb8a-8945af2e1317', 'c30efef3-b704-423f-b8ca-f39394058f42']",5211.0,Jordi Alba Ramos,8.0,Left Wing Back,"[110.7, 5.3]",30486.0,Pedro González López,7.306162,1.6118691,1.0,Ground Pass,"[110.4, 12.6]",38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821433e9-7e20-4c4f-bb8a-8945af2e1317,1310,1,00:26:56.866,26,56,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['cdef98ba-9847-4aca-b743-7f1d63b1e6f3'],30486.0,Pedro González López,15.0,Left Center Midfield,"[109.1, 21.0]",,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c30efef3-b704-423f-b8ca-f39394058f42,1311,1,00:26:56.866,26,56,10,Interception,54,217,Barcelona,1,Regular Play,209,Celta Vigo,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['cdef98ba-9847-4aca-b743-7f1d63b1e6f3'],22029.0,Kevin Vázquez Comesaña,2.0,Right Back,"[9.7, 67.5]",,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc13a18c-40f4-4bbc-b6dd-d6ff2f8e5c5a,1312,1,00:26:56.866,26,56,43,Carry,54,217,Barcelona,1,Regular Play,209,Celta Vigo,2.549836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['446801fd-4c43-4dda-9e67-28ea1a82caa6', 'c30efef3-b704-423f-b8ca-f39394058f42', 'f17a1d22-3019-4c80-851a-18aed61dbbd1']",22029.0,Kevin Vázquez Comesaña,2.0,Right Back,"[9.7, 67.5]",,,,,,,,,,,,"[9.7, 72.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f17a1d22-3019-4c80-851a-18aed61dbbd1,1313,1,00:26:59.009,26,59,17,Pressure,54,217,Barcelona,1,Regular Play,217,Barcelona,0.604914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['446801fd-4c43-4dda-9e67-28ea1a82caa6', 'cc13a18c-40f4-4bbc-b6dd-d6ff2f8e5c5a']",30486.0,Pedro González López,15.0,Left Center Midfield,"[110.1, 11.8]",,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
